date,SPY,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,ORCL,CRM,AMD
2016-05-31,209.84,46.72,53.0,99.86,722.79,748.85,118.81,154.36,40.2,83.71,4.57
2016-06-01,210.27,46.81,52.85,98.46,719.44,748.46,118.78,154.77,40.26,83.45,4.43
2016-06-02,210.91,47.14,52.48,97.72,728.24,744.27,118.93,154.91,38.66,83.24,4.24
2016-06-03,210.28,46.48,51.79,97.92,725.54,735.86,118.47,162.56,39.1,82.55,4.16
2016-06-06,211.35,46.24,52.13,98.63,726.73,730.06,118.79,162.84,39.44,82.83,4.47
2016-06-07,211.68,46.33,52.1,99.03,723.74,731.09,117.76,164.84,39.13,83.14,4.51
2016-06-08,212.37,46.18,52.04,98.94,726.64,742.93,118.39,163.7,39.28,83.35,4.46
2016-06-09,212.08,47.38,51.62,99.65,727.65,742.52,118.56,164.14,39.05,82.73,4.52
2016-06-10,210.07,46.2,51.48,98.83,717.91,733.19,116.62,160.82,38.74,81.83,4.32
2016-06-13,208.4492,46.79,50.14,97.34,715.24,731.88,113.95,160.01,38.62,81.49,4.4
2016-06-14,208.04,46.88,49.83,97.46,719.3,733.25,114.94,158.99,38.83,81.09,4.39
2016-06-15,207.75,47.36,49.69,97.14,714.26,732.19,114.6,158.4,38.44,81.99,4.42
2016-06-16,208.37,47.55,50.39,97.55,717.51,724.25,114.39,158.63,38.64,81.64,4.75
2016-06-17,206.52,46.72,50.13,95.33,706.39,704.25,113.02,156.0,39.68,80.5,5.26
2016-06-20,207.85,47.56,50.07,95.1,714.01,706.13,113.37,156.93,39.73,81.22,5.1
2016-06-21,208.44,47.27,51.19,95.91,715.82,708.88,114.38,155.81,39.99,81.63,5.45
2016-06-22,208.1,47.23,50.99,95.55,710.6,710.47,113.91,155.14,40.01,80.62,5.02
2016-06-23,210.81,48.49,51.91,96.1,722.08,714.87,115.08,158.62,40.83,82.28,5.21
2016-06-24,203.2425,45.73,49.83,93.4,698.96,685.2,112.08,148.72,39.23,78.46,4.88
2016-06-27,199.6,45.24,48.43,92.04,691.36,681.14,108.97,143.63,38.48,76.07,4.72
2016-06-28,203.1997,45.9,49.44,93.59,707.95,691.26,112.7,149.77,39.13,77.55,5.12
2016-06-29,206.66,46.65,50.54,94.4,715.6,695.19,114.16,155.0,40.55,79.0,5.13
2016-06-30,209.475,47.01,51.17,95.6,715.62,703.53,114.28,155.4,40.93,79.41,5.14
2016-07-01,209.9208,46.66,51.16,95.89,725.68,710.25,114.19,154.22,40.86,79.83,5.07
2016-07-05,208.41,47.35,51.17,95.04,728.1,704.89,114.2,150.76,40.4,78.67,4.96
2016-07-06,209.66,47.65,51.38,95.53,737.61,708.97,116.7,150.63,40.53,78.5,5.04
2016-07-07,209.526,48.89,51.38,95.94,736.57,707.26,115.85,150.99,40.53,78.76,5.02
2016-07-08,212.65,50.85,52.3,96.68,745.81,717.78,117.24,155.14,40.87,80.89,5.1
2016-07-11,213.4,52.02,52.59,96.98,753.78,727.2,117.87,157.36,40.78,81.66,5.01
2016-07-12,214.95,52.8,53.21,97.42,748.21,732.51,117.93,158.59,41.42,81.93,5.14
2016-07-13,214.92,52.78,53.51,96.87,742.63,729.48,116.78,157.41,41.46,81.33,5.09
2016-07-14,216.12,53.32,53.74,98.79,741.2,735.8,117.29,160.79,41.67,81.56,5.17
2016-07-15,215.83,52.7,53.7,98.78,735.44,735.63,116.86,161.16,41.77,81.4,5.14
2016-07-18,216.4092,52.97,53.96,99.83,736.07,753.2,119.37,162.33,41.64,81.63,5.51
2016-07-19,216.19,53.52,53.09,99.87,739.95,753.41,120.61,160.53,41.08,81.37,5.41
2016-07-20,217.085,54.22,55.91,99.96,745.72,757.08,121.92,162.67,41.25,82.14,5.41
2016-07-21,216.265,53.22,55.8,99.43,744.43,754.41,120.61,160.41,41.07,81.7,5.22
2016-07-22,217.24,54.67,56.57,98.66,744.86,759.28,121.0,159.67,41.08,82.55,5.84
2016-07-25,216.65,55.68,56.73,97.34,739.61,757.52,121.63,159.78,41.16,82.19,6.7
2016-07-26,216.75,56.63,56.76,96.67,735.59,757.65,121.22,163.44,40.94,81.76,6.98
2016-07-27,216.52,56.06,56.19,102.95,736.67,761.97,123.34,165.66,40.93,81.5,6.85
2016-07-28,216.77,56.18,56.21,104.34,752.61,765.84,125.0,164.23,41.19,82.33,6.82
2016-07-29,217.12,57.1,56.68,104.21,758.81,791.34,123.94,161.98,41.04,81.8,6.86
2016-08-01,216.94,56.73,56.58,106.05,767.74,800.94,124.31,163.51,41.15,81.02,6.64
2016-08-02,215.5492,56.04,56.58,104.48,760.58,800.12,123.09,162.89,40.71,80.5,6.26
2016-08-03,216.18,56.19,56.97,105.79,754.64,798.92,122.51,164.11,40.71,80.41,6.3
2016-08-04,216.4097,57.23,57.39,105.87,760.77,797.25,124.36,166.99,40.9,80.56,6.47
2016-08-05,218.18,58.2,57.96,107.48,765.98,806.93,125.15,170.12,41.13,81.33,6.61
2016-08-08,218.05,58.74,58.06,108.37,766.56,805.23,125.26,168.35,41.16,81.17,6.68
2016-08-09,218.18,58.89,58.2,108.81,768.31,807.48,125.06,171.17,41.1,81.18,6.6
2016-08-10,217.64,58.51,58.02,108.0,768.56,808.49,124.88,171.85,41.09,80.24,6.49
2016-08-11,218.65,59.7,58.3,107.93,771.24,808.2,124.9,172.09,41.28,81.48,6.58
2016-08-12,218.46,63.04,57.94,108.18,772.56,807.05,124.88,172.47,41.09,81.63,6.73
2016-08-15,219.09,62.98,58.12,109.48,768.49,805.96,123.9,175.54,41.39,78.92,6.95
2016-08-16,217.96,62.6,57.44,109.38,764.04,801.19,123.3,172.4,41.32,77.96,6.78
2016-08-17,218.37,61.15,57.56,109.22,764.63,805.42,124.37,173.03,41.21,76.32,6.68
2016-08-18,218.86,62.1,57.6,109.08,764.46,802.75,123.91,173.93,41.14,76.91,7.04
2016-08-19,218.54,62.26,57.62,109.36,757.31,799.65,123.56,174.93,41.32,77.48,7.62
2016-08-22,218.53,62.52,57.67,108.51,759.48,796.95,124.15,175.93,41.22,77.25,7.58
2016-08-23,218.97,62.91,57.89,108.85,762.45,796.59,124.37,177.34,41.5,78.02,7.67
2016-08-24,217.85,61.94,57.95,108.03,757.25,793.6,123.48,175.3,41.07,77.82,7.43
2016-08-25,217.7,61.53,58.17,107.57,759.22,791.3,123.89,176.04,41.1,80.16,7.465
2016-08-26,217.29,62.03,58.03,106.94,769.0,793.22,124.96,177.16,41.26,80.03,7.67
2016-08-29,218.3608,61.99,58.1,106.82,771.29,795.82,126.54,177.4,41.31,79.92,7.59
2016-08-30,218.0,61.63,57.89,106.0,767.58,791.92,125.84,177.0,41.31,79.83,7.49
2016-08-31,217.38,61.34,57.46,106.1,769.16,789.85,126.12,176.42,41.22,79.42,7.4
2016-09-01,217.39,63.15,57.59,106.73,770.62,791.4,126.17,177.09,41.16,75.91,7.35
2016-09-02,218.37,62.53,57.67,107.73,772.44,796.87,126.51,173.11,41.25,75.1,7.51
2016-09-06,219.0308,63.12,57.61,107.7,788.87,808.02,129.73,171.1,41.25,75.42,7.34
2016-09-07,219.01,62.19,57.66,108.36,784.48,807.99,131.05,168.9,41.25,75.01,6.84
2016-09-08,218.51,62.64,57.43,105.52,784.06,802.84,130.27,168.38,40.72,74.88,6.225
2016-09-09,213.28,59.52,56.21,103.13,760.14,788.48,127.1,160.78,40.03,74.2,5.9
2016-09-12,216.34,60.75,57.05,105.44,771.49,798.82,128.69,164.48,40.68,74.36,5.94
2016-09-13,213.23,59.87,56.53,107.95,761.01,788.72,127.21,165.24,40.18,73.06,5.74
2016-09-14,213.13,60.4,56.26,111.77,761.09,790.46,127.77,169.61,40.25,73.82,6.04
2016-09-15,215.27,62.69,57.19,115.57,769.69,801.23,128.35,172.72,40.86,73.99,6.02
2016-09-16,213.36,62.84,57.25,114.92,778.52,797.97,129.07,171.24,38.92,73.29,6.05
2016-09-19,213.3992,63.67,56.93,113.58,775.1,795.39,128.65,170.73,39.23,73.0,6.16
2016-09-20,213.45,63.09,56.81,113.57,780.22,799.78,128.64,168.23,39.07,72.91,6.17
2016-09-21,215.78,64.86,57.76,113.55,789.74,805.03,129.94,169.83,39.51,74.18,6.29
2016-09-22,217.18,65.02,57.82,114.62,804.7,815.95,130.08,168.84,39.51,74.59,6.37
2016-09-23,216.02,64.95,57.43,112.71,805.75,814.96,127.96,166.65,39.23,70.39,6.55
2016-09-26,214.2,64.34,56.9,112.88,799.16,802.65,127.31,166.69,39.03,70.19,6.32
2016-09-27,215.56,66.54,57.95,113.09,816.11,810.73,128.69,170.86,39.3,70.05,6.54
2016-09-28,216.62,66.78,58.03,113.95,828.72,810.06,129.23,170.7,39.44,71.62,6.59
2016-09-29,214.75,67.4,57.4,112.18,829.05,802.64,128.09,172.46,39.12,71.2,6.67
2016-09-30,216.35,68.52,57.6,113.05,837.31,804.06,128.27,172.52,39.28,71.33,6.91
2016-10-03,215.78,68.45,57.42,112.52,836.74,800.38,128.77,170.07,38.99,70.52,6.95
2016-10-04,214.65,68.3,57.24,113.0,834.03,802.79,128.19,169.05,38.87,72.63,6.97
2016-10-05,215.66,68.23,57.64,113.05,844.36,801.23,128.47,173.48,39.15,68.42,6.78
2016-10-06,215.83,67.34,57.74,113.89,841.66,803.08,128.74,174.19,38.87,71.26,6.96
2016-10-07,215.03,66.85,57.8,114.06,839.43,800.71,128.99,174.21,38.71,70.91,6.75
2016-10-10,216.0808,67.1,58.04,116.05,841.71,814.17,130.24,174.77,38.62,75.1,6.84
2016-10-11,213.44,66.13,57.19,116.3,831.0,809.57,128.88,171.17,38.01,72.42,6.5
2016-10-12,213.67,66.43,57.11,117.34,834.09,811.77,129.05,170.47,38.05,72.23,6.62
2016-10-13,213.07,65.35,56.92,116.98,829.28,804.08,127.82,168.94,38.03,70.63,6.49
2016-10-14,213.06,65.99,57.42,117.63,822.96,804.6,127.88,170.09,38.41,74.27,6.75
2016-10-17,212.43,65.61,57.22,117.55,812.95,806.84,127.54,168.88,38.29,72.83,6.67
2016-10-18,213.67,66.61,57.66,117.47,817.65,821.49,128.57,172.17,38.42,72.77,6.73
2016-10-19,214.2203,66.47,57.53,117.12,817.69,827.09,130.11,171.87,38.35,72.82,6.77
2016-10-20,213.9,67.73,57.25,117.06,810.32,821.63,130.0,173.41,38.09,72.59,6.96
2016-10-21,213.89,67.54,59.66,116.6,818.99,824.06,132.07,172.92,37.93,74.0,6.52
2016-10-24,214.86,70.71,61.0,117.65,838.09,835.74,133.28,176.55,38.27,75.06,7.005
2016-10-25,214.19,71.87,60.99,118.25,835.18,828.55,132.29,173.65,38.36,75.06,7.5
2016-10-26,213.75,72.16,60.63,115.59,822.59,822.1,131.04,173.0,38.31,74.95,7.29
2016-10-27,213.175,70.68,60.1,114.48,818.36,817.35,129.69,172.24,38.22,74.74,7.11
2016-10-28,212.5,70.56,59.88,113.72,776.32,819.56,131.29,169.35,38.17,75.13,7.2
2016-10-31,212.56,71.16,59.92,113.54,789.9,809.9,130.99,170.28,38.42,75.16,7.22
2016-11-01,211.02,69.05,59.8,111.49,785.41,805.48,129.5,168.8,38.46,75.45,7.09
2016-11-02,209.71,68.76,59.43,111.59,765.56,788.23,127.17,172.56,38.03,75.0,6.75
2016-11-03,208.84,67.96,59.21,109.83,767.03,782.19,120.0,172.99,38.31,74.14,6.7
2016-11-04,208.56,67.57,58.71,108.84,755.05,781.1,120.75,172.17,38.28,74.37,6.56
2016-11-07,213.15,71.27,60.42,110.41,784.93,802.03,122.15,176.96,39.09,76.3,6.96
2016-11-08,214.07,71.16,60.47,111.06,787.75,811.98,124.22,177.0,39.13,76.55,7.0
2016-11-09,216.3792,69.95,60.17,110.88,771.88,805.59,123.18,173.42,39.55,75.9,6.95
2016-11-10,216.94,67.77,58.7,107.79,742.38,780.29,120.8,167.94,39.58,73.63,6.29
2016-11-11,216.45,87.97,59.02,108.43,739.01,771.75,119.02,167.54,39.45,74.59,6.685
2016-11-14,216.57,83.66,58.12,105.71,719.07,753.22,115.08,163.78,39.3,72.76,6.79
2016-11-15,218.25,86.19,58.87,107.11,743.24,775.16,117.2,166.45,39.17,74.02,6.97
2016-11-16,217.9392,91.63,59.65,109.99,746.49,779.98,116.33,167.81,39.7,73.31,7.68
2016-11-17,218.94,92.39,60.64,109.95,756.4,786.16,117.79,167.04,40.25,75.19,8.46
2016-11-18,218.48,93.34,60.35,110.06,760.16,775.97,117.02,168.16,39.86,77.77,8.71
2016-11-21,220.12,92.98,60.87,111.73,780.0,784.8,121.77,172.56,39.89,76.15,8.94
2016-11-22,220.57,93.65,61.12,111.8,785.33,785.0,121.47,177.02,40.09,75.57,8.69
2016-11-23,220.71,93.97,60.4,111.23,780.12,779.0,120.84,177.08,40.1,73.95,8.8
2016-11-25,221.52,94.16,60.53,111.79,780.37,780.23,120.38,176.75,40.27,73.73,8.77
2016-11-28,220.54,94.11,60.61,111.57,766.77,785.79,120.41,174.65,40.3,72.93,8.83
2016-11-29,220.88,93.25,61.09,111.46,762.52,789.44,120.87,175.45,40.55,72.93,8.93
2016-11-30,220.39,92.2,60.26,110.52,750.57,775.88,118.42,170.49,40.19,72.0,8.91
2016-12-01,219.5608,87.64,59.2,109.49,743.65,764.33,115.1,162.79,38.7,68.46,8.39
2016-12-02,219.6108,88.45,59.25,109.9,740.34,764.46,115.4,164.22,38.5,68.41,8.53
2016-12-05,220.94,91.88,60.22,109.11,759.36,778.22,117.43,166.13,38.97,70.8,8.68
2016-12-06,221.66,93.39,59.95,109.95,764.72,776.18,117.31,164.76,39.47,70.62,9.45
2016-12-07,224.55,95.07,61.37,111.03,770.42,791.47,117.865,168.55,40.32,71.78,9.57
2016-12-08,225.13,93.48,61.0,112.12,767.33,795.14,118.9,170.71,40.35,71.86,10.34
2016-12-09,226.53,91.82,61.97,113.95,768.66,809.45,119.67,179.09,40.52,71.17,10.34
2016-12-12,226.22,89.59,62.17,113.3,760.12,807.9,117.77,178.16,40.51,70.38,10.68
2016-12-13,227.69,91.17,62.98,115.19,774.34,815.34,120.31,179.44,40.76,71.61,10.54
2016-12-14,225.88,96.45,62.68,115.2,768.82,817.89,120.21,177.62,40.88,71.33,10.55
2016-12-15,226.77,98.71,62.58,115.82,761.0,815.65,120.57,180.01,40.86,70.23,10.86
2016-12-16,225.05,100.41,62.3,115.97,757.77,809.84,119.87,178.42,39.1,69.86,10.67
2016-12-19,225.5,101.63,63.62,116.64,765.25,812.5,119.24,180.46,38.9,69.51,10.95
2016-12-20,226.38,105.09,63.54,116.95,771.22,815.2,119.09,182.07,39.0,69.86,11.51
2016-12-21,225.7903,105.87,63.54,117.06,770.6,812.2,119.04,182.29,38.83,70.11,11.48
2016-12-22,225.44,107.11,63.55,116.29,766.34,809.68,117.4,180.6,38.96,69.9,11.61
2016-12-23,225.7,109.74,63.24,116.52,760.59,807.8,117.27,181.94,38.78,69.87,11.58
2016-12-27,226.25,117.34,63.28,117.26,771.4,809.93,118.01,182.31,38.82,69.85,12.06
2016-12-28,224.43,109.25,62.99,116.76,772.13,804.57,116.92,180.19,38.68,69.09,11.55
2016-12-29,224.33,111.43,62.9,116.73,765.15,802.88,116.35,179.87,38.69,69.15,11.59
2016-12-30,223.52,106.78,62.14,115.82,749.87,792.45,115.13,176.77,38.45,68.46,11.34
2017-01-03,225.14,102.01,62.58,116.15,753.67,808.01,116.86,178.34,38.55,70.54,11.43
2017-01-04,226.53,104.39,62.3,116.02,757.18,807.77,118.69,177.07,38.74,72.8,11.425
2017-01-05,226.34,101.74,62.3,116.61,780.45,813.02,120.67,174.28,38.64,72.79,11.24
2017-01-06,227.25,103.1,62.84,117.91,795.99,825.21,123.41,176.59,38.45,73.8,11.32
2017-01-09,226.52,107.28,62.64,118.99,796.92,827.18,124.9,176.97,39.03,73.96,11.49
2017-01-10,226.48,106.47,62.62,119.11,795.9,826.01,124.35,180.57,38.66,73.98,11.43
2017-01-11,227.0308,105.16,63.19,119.75,799.02,829.86,126.08,179.42,39.11,75.77,11.2
2017-01-12,226.5508,103.44,62.61,119.25,813.64,829.53,126.62,178.86,39.2,75.21,10.76
2017-01-13,227.04,103.43,62.7,119.04,817.14,830.94,128.34,180.45,39.26,75.64,10.58
2017-01-17,226.28,101.11,62.53,120.0,809.72,827.46,127.87,179.11,39.1,75.02,9.82
2017-01-18,226.75,102.95,62.5,119.99,807.48,829.02,127.92,185.02,39.19,75.78,9.88
2017-01-19,226.01,105.16,62.3,119.77,809.04,824.37,127.55,185.56,39.21,75.57,9.77
2017-01-20,226.74,104.01,62.74,119.9992,808.33,828.17,127.04,191.08,39.87,76.03,9.75
2017-01-23,226.17,105.09,62.96,120.08,817.88,844.8,128.93,191.0,39.68,76.16,9.91
2017-01-24,227.6008,107.33,63.515,119.97,822.44,849.53,129.37,197.75,40.1,77.11,10.44
2017-01-25,229.55,107.79,63.68,121.88,836.52,858.45,131.48,202.48,40.15,78.47,10.35
2017-01-26,229.33,109.65,64.27,121.94,839.15,856.98,132.78,204.17,40.13,77.95,10.52
2017-01-27,228.99,111.77,65.78,121.95,835.75,845.03,132.205,205.71,40.23,78.21,10.67
2017-01-30,227.6,110.02,65.13,121.57,830.38,823.83,130.98,203.22,40.23,78.71,10.63
2017-01-31,227.51,109.18,64.65,121.35,823.48,820.19,130.32,199.5,40.11,79.1,10.37
2017-02-01,227.65,113.95,63.58,128.75,832.35,815.24,133.23,203.69,39.84,78.58,12.06
2017-02-02,227.77,115.39,63.13,128.53,839.95,818.26,130.84,204.05,39.98,80.13,12.28
2017-02-03,229.35,114.38,63.68,129.08,810.2,820.13,130.98,206.16,40.43,80.21,12.24
2017-02-06,228.97,117.31,63.64,130.29,807.64,821.62,132.06,206.56,40.1,79.75,13.63
2017-02-07,228.96,119.13,63.43,131.51,812.5,829.23,131.84,205.91,40.07,80.21,13.29
2017-02-08,229.24,118.61,63.34,132.04,819.71,829.88,134.2,206.89,40.02,80.7,13.56
2017-02-09,230.57,116.38,64.06,132.42,821.36,830.06,134.13,205.34,40.23,81.03,13.42
2017-02-10,231.49,113.62,64.0,132.12,827.46,834.85,134.08,205.52,40.79,80.64,13.58
2017-02-13,232.6803,108.37,64.72,133.29,836.53,838.96,134.05,206.71,41.09,80.91,13.53
2017-02-14,233.7097,108.78,64.57,135.02,836.39,840.03,133.85,205.33,41.1,80.92,13.26
2017-02-15,234.89,109.0,64.53,135.51,842.7,837.32,133.44,205.99,41.41,81.67,13.3
2017-02-16,234.74,107.25,64.52,135.345,844.28,842.17,133.84,208.18,41.59,80.82,12.97
2017-02-17,235.04,107.23,64.62,135.72,845.07,846.55,133.53,210.41,42.06,81.47,13.13
2017-02-21,236.44,111.07,64.49,136.7,856.44,849.27,133.72,212.75,42.27,82.18,14.0
2017-02-22,236.29,110.76,64.36,137.11,855.61,851.36,136.12,214.16,42.51,82.08,14.28
2017-02-23,236.44,100.49,64.62,136.53,852.19,850.99,135.36,210.58,42.96,82.07,14.32
2017-02-24,236.77,101.46,64.62,136.66,845.24,847.81,135.44,210.37,43.17,81.78,14.13
2017-02-27,237.09,104.41,64.23,136.93,848.64,849.67,136.41,213.28,42.7,81.54,15.22
2017-02-28,236.5,101.48,63.98,136.99,845.04,844.93,135.55,210.93,42.59,81.35,14.44
2017-03-01,239.7408,102.79,64.93,139.79,853.08,856.75,137.42,215.14,42.92,83.81,14.96
2017-03-02,238.3,99.0,64.01,138.96,848.91,849.85,136.76,217.29,42.89,82.67,13.9
2017-03-03,238.43,98.43,64.25,139.78,849.88,849.08,137.17,218.32,42.69,82.22,13.03
2017-03-06,237.7892,97.67,64.27,139.34,846.61,847.27,137.42,217.94,42.57,82.5,13.03
2017-03-07,237.0,98.74,64.4,139.52,846.02,851.15,137.3,219.25,42.6,82.97,13.05
2017-03-08,236.59,98.56,64.98,139.0,850.5,853.64,137.72,219.63,42.61,83.48,13.22
2017-03-09,236.83,98.54,64.73,138.68,853.0,857.84,138.24,222.01,42.44,83.28,13.33
2017-03-10,237.66,99.12,64.93,139.14,852.46,861.405,138.79,226.35,42.68,83.51,13.91
2017-03-13,237.8,101.85,64.71,139.2,854.59,864.58,139.57,226.45,42.58,83.61,14.28
2017-03-14,236.94,101.78,64.41,138.99,852.53,865.91,139.32,224.35,42.79,83.51,14.1
2017-03-15,238.88,102.55,64.75,140.43,853.23,868.39,139.72,225.89,43.05,83.48,13.99
2017-03-16,238.49,103.81,64.64,140.69,853.42,870.0,139.99,222.36,45.73,83.52,13.65
2017-03-17,237.1008,106.07,64.87,139.99,852.31,872.37,139.84,221.18,45.66,83.03,13.49
2017-03-20,236.74,109.45,64.905,141.46,856.97,867.91,139.94,221.24,45.23,82.9,14.4
2017-03-21,233.76,105.91,64.21,139.84,843.2,850.14,138.51,216.02,44.84,81.55,13.82
2017-03-22,234.25,108.07,65.03,141.42,848.06,849.8,139.59,217.43,44.79,81.88,14.1
2017-03-23,233.94,107.09,64.87,140.92,847.38,839.65,139.66,216.86,44.95,81.52,13.79
2017-03-24,233.88,107.47,64.99,140.64,845.61,835.14,140.34,218.97,44.65,81.61,13.7
2017-03-27,233.575,108.25,65.1,140.88,846.82,838.51,140.32,219.05,44.84,81.61,13.7
2017-03-28,235.26,107.69,65.29,143.8,856.0,840.63,141.76,220.95,44.69,82.14,13.69
2017-03-29,235.56,107.34,65.47,144.12,874.32,849.87,142.65,221.31,44.52,82.38,13.71
2017-03-30,236.2692,109.4,65.71,143.93,876.34,849.48,142.41,220.04,44.68,82.56,14.05
2017-03-31,235.68,108.93,65.86,143.66,886.54,847.8,142.05,218.96,44.61,82.49,14.56
2017-04-03,235.37,108.38,65.55,143.7,891.51,856.75,142.28,218.8,44.61,82.31,14.64
2017-04-04,235.52,100.78,65.73,144.77,906.83,852.57,141.73,218.96,44.59,82.97,14.16
2017-04-05,234.76,100.03,65.57,144.02,909.28,848.91,141.85,217.13,44.49,85.34,14.17
2017-04-06,235.37,100.76,65.73,143.66,898.28,845.095,141.25,217.5,44.18,85.0,13.27
2017-04-07,235.17,100.33,65.68,143.34,894.88,842.1,140.78,218.25,44.29,84.38,13.52
2017-04-10,235.29,97.77,65.53,143.17,907.04,841.7,141.04,218.02,44.0,84.24,13.1
2017-04-11,235.03,98.12,65.48,141.63,902.36,839.88,139.92,217.55,44.17,83.86,13.1
2017-04-12,234.1408,97.31,65.23,141.8,896.23,841.46,139.58,209.2,44.18,83.37,12.76
2017-04-13,232.56,95.49,64.95,141.05,884.67,840.18,139.39,211.32,44.0,83.13,12.31
2017-04-17,234.57,99.23,65.48,141.83,901.99,855.13,141.42,213.87,44.29,84.2,12.79
2017-04-18,233.86,99.29,65.39,141.2,903.78,853.99,140.96,213.1,44.52,83.71,12.95
2017-04-19,233.49,99.68,65.04,140.68,899.2,856.51,142.27,213.63,44.19,83.5,12.84
2017-04-20,235.3,101.26,65.5,142.44,902.06,860.08,143.8,218.21,44.53,84.05,13.11
2017-04-21,234.59,101.68,66.4,142.27,898.53,858.95,143.68,217.66,44.43,83.79,13.0
2017-04-24,237.16,102.95,67.53,143.64,907.41,878.93,145.47,221.24,44.84,84.17,13.13
2017-04-25,238.52,104.74,67.92,144.53,907.62,888.84,146.49,223.2,44.72,84.75,13.49
2017-04-26,238.44,104.02,67.83,143.68,909.29,889.14,146.56,221.68,44.69,84.95,13.41
2017-04-27,238.6001,105.64,68.27,143.79,918.38,891.44,147.7,223.09,44.77,85.85,13.62
2017-04-28,238.12,104.3,68.46,143.65,924.99,924.52,150.25,220.81,44.96,86.12,13.3
2017-05-01,238.63,106.64,69.41,146.58,948.23,932.82,152.46,221.32,45.05,86.66,13.62
2017-05-02,238.76,103.48,69.3,147.51,946.94,937.09,152.78,225.45,45.13,87.09,10.32
2017-05-03,238.52,104.25,69.08,147.06,941.03,948.45,151.8,224.9,44.89,86.55,10.39
2017-05-04,238.74,103.85,68.81,146.53,937.53,954.72,150.85,223.4,45.47,86.52,10.1
2017-05-05,239.68,103.86,69.0,148.96,934.15,950.28,150.24,226.45,45.58,86.97,10.19
2017-05-08,239.67,102.77,68.94,153.01,949.04,958.69,151.06,225.08,45.56,86.86,10.04
2017-05-09,239.44,102.94,69.04,153.99,952.82,956.71,150.48,228.46,45.48,87.13,10.18
2017-05-10,239.86,121.29,69.31,153.26,948.95,954.84,150.29,231.33,45.53,87.31,10.79
2017-05-11,239.4592,126.5,68.46,153.95,947.62,955.89,150.04,231.09,45.16,87.71,11.07
2017-05-12,239.05,127.89,68.38,156.1,961.35,955.14,150.33,235.96,45.08,89.04,11.26
2017-05-15,240.2297,134.31,68.43,155.7,957.97,959.22,150.19,239.03,45.32,89.8,11.42
2017-05-16,240.09,136.81,69.41,155.47,966.07,964.61,149.78,240.68,45.29,89.75,12.75
2017-05-17,235.9292,127.72,67.48,150.25,944.76,942.17,144.85,231.18,44.23,87.84,11.2
2017-05-18,236.76,133.07,67.71,152.54,958.49,950.5,147.66,237.66,44.17,87.75,11.275
2017-05-19,238.27,136.0,67.69,153.06,959.84,954.65,148.06,234.1,44.31,87.4,11.41
2017-05-22,239.52,138.9,68.45,153.99,970.67,964.07,148.24,238.38,44.63,88.94,11.04
2017-05-23,240.03,137.03,68.68,153.8,971.54,970.55,148.07,236.54,44.56,88.49,10.89
2017-05-24,240.56,138.57,68.77,153.34,980.35,977.61,150.04,239.6,44.83,89.6,10.89
2017-05-25,241.74,138.26,69.62,153.87,993.38,991.86,151.96,240.86,45.2,91.27,10.98
2017-05-26,241.73,141.84,69.96,153.61,995.78,993.27,152.13,241.21,45.26,90.83,11.0
2017-05-30,241.53,144.87,70.41,153.67,996.7,996.17,152.38,239.82,45.42,90.86,11.12
2017-05-31,241.42,144.35,69.84,152.76,994.62,987.09,151.46,239.48,45.39,89.64,11.19
2017-06-01,243.3,144.36,70.1,153.18,995.95,988.29,151.53,234.59,45.79,90.05,10.93
2017-06-02,244.14,143.64,71.76,155.45,1006.73,996.12,153.61,254.53,45.66,90.86,10.9
2017-06-05,243.97,148.01,72.28,153.93,1011.34,1003.88,153.63,252.21,45.92,91.38,11.24
2017-06-06,243.25,147.34,72.52,154.45,1003.0,996.68,152.81,253.86,45.61,91.1,12.03
2017-06-07,243.6692,149.12,72.39,155.37,1010.07,1001.59,153.12,254.28,45.4,91.39,12.38
2017-06-08,243.73,159.94,71.95,154.99,1010.27,1004.28,154.71,254.95,45.42,91.25,12.9
2017-06-09,243.5208,149.6,70.32,148.98,978.31,970.12,149.6,243.34,45.03,87.27,12.28
2017-06-12,243.35,149.97,69.78,145.42,964.91,961.81,148.44,242.67,44.85,86.18,12.09
2017-06-13,244.48,151.4,70.65,146.59,980.79,970.5,150.68,242.94,44.98,87.27,11.96
2017-06-14,244.26,151.72,70.27,145.16,976.47,967.93,150.25,240.54,44.81,87.17,11.77
2017-06-15,243.7697,152.37,69.9,144.29,964.17,960.18,149.8,237.99,44.68,86.27,11.5
2017-06-16,242.64,151.62,70.0,142.27,987.71,958.62,150.64,236.25,45.09,86.0,11.44
2017-06-19,244.65,157.32,70.87,146.34,995.17,975.22,152.87,241.15,45.73,87.54,11.93
2017-06-20,243.0592,157.09,69.91,145.01,992.59,968.99,152.25,239.99,45.84,86.92,12.64
2017-06-21,242.94,159.47,70.27,145.87,1002.23,978.59,153.91,245.12,46.33,87.56,13.98
2017-06-22,242.83,158.37,70.26,145.63,1001.3,976.62,153.4,244.04,50.3,88.47,14.38
2017-06-23,243.16,153.83,71.21,146.28,1003.74,986.09,155.07,245.26,50.95,88.62,14.17
2017-06-26,243.26,152.15,70.53,145.82,993.98,972.09,153.59,242.75,50.86,88.11,14.08
2017-06-27,241.37,146.58,69.21,143.73,976.78,948.09,150.58,235.33,50.75,87.68,13.4
