date,SPY,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,ORCL,CRM,AMD
2018-11-01,273.37,218.11,105.92,222.22,1665.53,1085.98,151.75,229.88,48.59,139.59,20.22
2018-11-02,271.8,214.92,106.16,207.48,1665.53,1071.49,150.35,220.77,48.83,136.79,20.23
2018-11-05,273.47,211.77,107.51,201.59,1627.8,1055.73,148.68,220.09,49.02,135.44,19.9
2018-11-06,275.11,211.06,107.72,203.77,1642.81,1069.57,149.94,228.25,49.25,133.95,20.68
2018-11-07,281.0,213.79,111.96,209.95,1755.49,1108.24,151.53,234.4,50.26,141.79,21.84
2018-11-08,280.48,205.99,111.75,208.49,1754.91,1094.63,147.87,240.25,50.43,141.87,21.2
2018-11-09,277.82,205.67,109.57,204.47,1712.43,1077.02,144.96,238.99,50.61,136.92,21.03
2018-11-12,272.4795,189.54,106.87,194.17,1636.85,1049.36,141.55,223.63,49.22,130.5,19.03
2018-11-13,272.04,199.31,106.94,192.23,1631.17,1047.97,142.16,224.83,49.51,132.16,19.61
2018-11-14,270.15,197.19,104.97,186.8,1599.01,1054.58,144.22,226.2,48.84,129.35,20.81
2018-11-15,273.01,202.39,107.28,191.41,1619.44,1071.05,143.85,236.34,50.63,132.49,21.49
2018-11-16,273.73,164.43,108.29,193.53,1593.41,1068.27,139.53,237.61,51.17,132.55,20.66
2018-11-19,269.12,144.7,104.62,185.86,1512.29,1027.42,131.55,229.13,49.55,121.01,19.11
2018-11-20,264.15,149.08,101.71,176.98,1495.46,1030.45,132.43,227.71,48.33,120.67,19.21
2018-11-21,265.03,144.71,103.11,176.89,1516.73,1043.43,134.75,230.0,48.62,123.59,18.72
2018-11-23,263.32,145.0,103.07,172.29,1502.06,1030.1,131.73,229.9,48.7,122.03,19.38
2018-11-26,267.43,153.05,106.47,174.62,1581.33,1055.94,136.38,235.31,48.26,126.41,20.08
2018-11-27,268.29,153.73,107.14,174.24,1581.42,1052.28,135.0,235.83,47.44,127.54,21.05
2018-11-28,274.36,160.07,111.12,180.94,1677.75,1091.79,136.76,235.22,48.19,140.64,21.34
2018-11-29,273.95,157.36,110.19,179.55,1673.57,1094.58,138.68,235.78,47.9,139.72,21.43
2018-11-30,275.685,163.43,110.89,178.58,1690.17,1109.65,140.61,237.41,48.76,142.76,21.3
2018-12-03,279.26,170.04,112.09,184.82,1772.36,1116.36,141.09,242.07,49.83,144.15,23.71
2018-12-04,270.39,157.11,108.52,176.69,1668.4,1062.47,137.93,232.04,48.75,139.24,21.12
2018-12-06,269.77,158.29,109.19,174.72,1699.19,1078.08,139.63,227.24,46.68,142.06,21.3
2018-12-07,263.66,147.61,104.82,168.49,1629.13,1046.58,137.42,228.56,46.0,135.95,19.46
2018-12-10,264.07,151.86,107.59,169.6,1641.03,1053.18,141.85,239.25,46.67,137.27,19.99
2018-12-11,264.11,148.19,108.59,168.63,1643.24,1061.65,142.08,246.84,46.46,136.79,19.98
2018-12-12,265.53,148.9,109.08,169.1,1663.54,1073.73,144.5,254.98,47.32,140.09,20.48
2018-12-13,265.38,148.89,109.45,170.95,1658.38,1073.54,145.02,258.3,47.23,141.14,19.86
2018-12-14,260.57,146.45,106.03,165.48,1591.91,1051.71,144.06,254.83,46.6,137.04,19.9
2018-12-17,255.17,143.58,102.89,163.94,1520.91,1025.65,140.19,254.13,45.73,130.83,18.83
2018-12-18,255.11,146.94,103.97,166.07,1551.48,1043.41,143.66,249.67,45.85,132.32,19.5
2018-12-19,251.04,138.51,103.69,160.89,1495.08,1035.46,133.25,243.89,46.45,131.16,18.16
2018-12-20,247.11,135.1,101.51,156.83,1460.83,1023.58,133.4,241.89,46.24,127.73,17.94
2018-12-21,240.61,129.57,98.23,150.73,1377.45,991.25,124.95,244.91,44.0,122.91,16.93
2018-12-24,234.37,127.04,94.13,146.83,1343.96,984.67,123.92,233.8,42.69,121.33,16.65
2018-12-26,245.9095,133.1,100.56,157.17,1470.9,1047.85,134.18,248.14,44.59,130.84,17.9
2018-12-27,248.21,131.17,101.18,156.15,1461.64,1052.9,134.52,250.85,44.97,135.2,17.49
2018-12-28,247.73,133.65,100.39,156.23,1478.02,1046.68,133.2,253.59,44.82,134.68,17.82
2018-12-31,250.08,133.5,101.57,157.85,1501.97,1044.96,131.09,254.28,45.15,136.97,18.46
2019-01-02,250.23,136.22,101.12,157.92,1539.13,1054.68,135.68,253.51,45.22,135.55,18.83
2019-01-03,244.15,127.99,97.4,142.19,1500.28,1025.47,131.74,230.96,44.78,130.4,17.045
2019-01-04,252.39,136.19,101.93,148.26,1575.39,1078.07,137.95,233.23,46.71,137.96,19.0
2019-01-07,254.29,143.4,102.06,147.93,1629.51,1075.92,138.05,237.98,47.45,142.22,20.57
2019-01-08,256.62,139.83,102.8,150.75,1656.58,1085.37,142.55,236.07,47.88,145.72,20.75
2019-01-09,257.92,142.58,104.27,153.31,1659.42,1081.65,144.23,246.28,47.78,145.99,20.19
2019-01-10,258.98,145.23,103.6,153.8,1656.22,1078.83,144.2,249.52,47.82,147.04,19.74
2019-01-11,258.81,148.83,102.8,152.29,1640.56,1064.47,143.8,250.57,48.29,147.55,20.27
2019-01-14,257.35,150.44,102.05,150.0,1617.21,1051.51,145.39,250.87,48.18,146.05,20.23
2019-01-15,260.23,149.87,105.01,153.07,1674.56,1086.51,148.95,256.49,48.38,149.19,20.38
2019-01-16,260.96,148.84,105.38,154.94,1683.78,1089.51,147.54,251.7,48.06,148.54,19.73
2019-01-17,263.0,151.72,106.12,155.86,1693.22,1099.12,148.3,255.33,48.58,149.82,20.25
2019-01-18,266.42,156.93,107.71,156.82,1696.2,1107.3,150.04,260.82,49.27,152.51,20.77
2019-01-22,262.94,148.77,105.68,153.3,1632.17,1078.63,147.57,258.29,48.94,148.95,19.76
2019-01-23,263.35,149.29,106.71,153.92,1640.02,1084.41,144.3,257.52,49.24,149.75,19.8
2019-01-24,263.6,157.84,106.2,152.7,1654.93,1084.0,145.83,263.55,49.2,146.87,20.85
2019-01-25,265.78,160.15,107.17,157.76,1670.57,1101.51,149.01,267.94,49.8,149.74,21.93
2019-01-28,263.78,138.01,105.08,156.3,1637.89,1079.86,147.47,267.62,49.52,147.33,20.18
2019-01-29,263.52,131.6,102.94,154.68,1593.88,1070.06,144.19,266.32,49.61,145.18,19.25
2019-01-30,267.44,137.39,106.38,165.25,1670.43,1097.99,150.42,270.82,50.36,149.16,23.09
2019-01-31,269.81,143.75,104.43,166.44,1718.73,1125.89,166.69,268.25,50.23,151.97,24.41
2019-02-01,270.08,144.73,102.78,166.52,1626.23,1118.62,165.71,266.81,50.81,155.87,24.51
2019-02-04,272.01,149.18,105.74,171.25,1633.31,1141.42,169.25,272.12,51.03,157.72,24.13
2019-02-05,273.16,149.95,107.22,174.18,1658.81,1151.87,171.16,270.0,51.24,158.99,23.31
2019-02-06,272.83,153.0,106.03,174.24,1640.26,1122.89,170.49,276.21,51.26,158.13,23.26
2019-02-07,270.17,147.42,105.27,170.94,1614.37,1105.91,166.38,269.09,50.22,154.93,22.67
2019-02-08,270.54,148.17,105.67,170.41,1588.22,1102.38,167.33,274.06,51.03,156.67,23.05
2019-02-11,270.69,146.45,105.25,169.43,1591.0,1102.12,165.79,275.72,51.23,159.91,22.96
2019-02-12,274.06,151.17,106.89,170.89,1638.01,1127.58,165.04,279.39,51.22,162.79,22.82
2019-02-13,274.95,152.88,106.81,170.18,1640.0,1128.63,164.07,281.32,51.42,160.4,22.85
2019-02-14,274.46,154.53,106.9,170.8,1622.65,1129.2,163.95,281.5,51.48,159.47,23.13
2019-02-15,277.38,157.34,108.22,170.42,1607.95,1119.63,162.5,281.93,51.72,159.05,23.68
2019-02-19,277.88,156.64,108.17,170.93,1627.58,1126.51,162.29,281.66,52.02,160.61,23.95
2019-02-20,278.43,158.55,107.15,172.03,1622.1,1120.59,162.56,283.42,51.77,158.54,23.95
2019-02-21,277.46,155.77,109.41,171.06,1619.44,1104.21,160.04,280.94,52.11,159.63,23.92
2019-02-22,279.16,159.19,110.97,172.95,1631.56,1116.56,161.89,276.5,52.48,161.31,24.36
2019-02-25,279.59,158.69,111.59,174.23,1633.0,1117.33,164.62,278.6,52.56,161.36,24.71
2019-02-26,279.34,157.1,112.36,174.33,1636.4,1122.01,164.13,275.0,52.6,163.0,24.21
2019-02-27,279.18,155.41,112.17,174.87,1641.09,1122.89,162.81,271.49,52.38,163.12,23.48
2019-02-28,278.65,154.26,112.03,173.15,1639.83,1126.55,161.45,275.36,52.13,163.65,23.53
2019-03-01,280.41,156.45,112.53,174.97,1671.73,1148.52,162.28,272.75,52.51,164.53,23.68
2019-03-04,279.38,156.78,112.26,175.85,1696.17,1153.42,167.37,274.89,52.04,158.5,23.37
2019-03-05,279.06,156.52,111.7,175.53,1692.43,1169.19,171.26,277.01,52.36,156.97,23.5
2019-03-06,277.34,152.05,111.75,174.52,1668.95,1164.94,172.51,271.35,52.35,156.79,22.41
2019-03-07,275.13,149.26,110.39,172.5,1625.95,1150.85,169.13,265.51,52.58,155.6,22.08
2019-03-08,274.49,150.64,110.51,172.91,1620.8,1149.97,169.6,264.19,52.77,155.06,22.01
2019-03-11,278.48,161.14,112.83,178.9,1670.62,1179.26,172.07,269.06,52.66,157.65,22.96
2019-03-12,279.44,162.52,113.62,180.91,1673.1,1197.25,171.92,269.63,52.8,158.28,23.49
2019-03-13,281.33,168.62,114.5,181.71,1690.81,1199.06,173.37,271.21,53.06,159.81,23.38
2019-03-14,281.2,165.56,114.59,183.73,1686.22,1192.53,170.17,268.2,53.05,160.67,22.82
2019-03-15,281.34,169.81,115.91,186.12,1712.36,1190.3,165.98,290.29,52.94,161.51,23.29
2019-03-18,282.42,169.0,117.57,188.02,1742.15,1188.55,160.47,293.84,53.46,161.95,23.25
2019-03-19,282.51,175.71,117.65,186.53,1761.85,1202.46,161.57,299.31,54.04,163.93,26.0
2019-03-20,281.5,174.4,117.52,188.16,1797.27,1226.43,165.44,291.03,52.64,163.51,25.7
2019-03-21,284.58,183.94,120.22,195.09,1819.26,1236.13,166.08,296.8,54.04,166.95,27.89
2019-03-22,279.34,177.5,117.05,191.05,1764.77,1207.65,164.34,292.65,52.77,161.5,26.37
2019-03-25,279.0,173.78,117.66,188.74,1774.26,1197.38,166.29,292.16,52.74,160.88,25.97
2019-03-26,281.04,176.87,117.91,186.79,1783.76,1189.84,167.68,297.03,53.28,159.4,25.69
2019-03-27,279.55,176.5,116.77,188.47,1765.7,1178.01,165.87,295.97,52.81,155.12,24.89
2019-03-28,280.71,177.25,116.93,188.72,1773.42,1172.27,165.55,299.07,53.19,155.18,25.06
2019-03-29,282.45,179.56,117.94,189.95,1780.75,1176.89,166.69,300.71,53.71,158.37,25.52
2019-04-01,285.74,182.28,119.02,191.24,1814.19,1198.98,168.7,305.79,54.58,161.18,26.36
2019-04-02,285.99,183.0,119.19,194.02,1813.98,1205.54,174.2,303.05,54.15,160.51,26.75
2019-04-03,286.45,188.62,119.97,195.35,1820.7,1210.81,173.54,304.2,54.06,162.62,29.02
2019-04-04,287.18,188.26,119.36,195.69,1818.86,1219.45,176.02,302.0,53.82,158.52,29.09
2019-04-05,288.52,190.95,119.89,197.0,1837.28,1211.45,175.72,304.28,53.93,158.56,28.98
2019-04-08,288.8,191.79,119.93,200.1,1849.86,1208.28,174.93,304.48,53.72,158.47,28.53
2019-04-09,287.33,189.26,119.28,199.5,1835.84,1202.69,177.58,303.45,53.83,156.97,27.24
2019-04-10,288.29,192.1,120.19,200.62,1847.33,1206.45,177.82,307.51,53.97,160.24,27.83
2019-04-11,288.23,191.54,120.33,198.95,1844.07,1209.59,177.51,309.41,53.79,160.73,27.79
2019-04-12,290.13,190.01,120.95,198.87,1843.06,1222.73,179.1,317.03,54.5,160.71,27.85
2019-04-15,289.98,184.7,121.05,199.23,1844.87,1226.53,179.65,316.4,54.63,160.09,27.33
2019-04-16,290.1705,188.21,120.77,199.25,1863.04,1231.91,178.87,318.5,54.59,158.69,27.93
2019-04-17,289.47,187.29,121.77,203.13,1864.32,1240.24,178.78,320.53,54.48,155.34,27.49
2019-04-18,289.99,186.3,123.37,203.86,1861.69,1241.47,178.28,318.62,54.52,155.99,27.68
2019-04-22,290.3,188.43,123.76,204.53,1887.69,1253.76,181.44,315.0,54.62,158.76,28.18
2019-04-23,292.89,190.67,125.44,207.48,1923.77,1270.59,183.78,315.64,54.94,161.23,27.97
2019-04-24,292.21,191.17,125.01,207.16,1901.75,1260.05,182.58,314.33,55.18,159.56,28.46
2019-04-25,292.13,186.91,129.15,205.28,1902.25,1267.34,193.26,311.82,55.01,163.09,27.66
2019-04-26,293.41,178.0,129.89,204.3,1950.63,1277.42,191.49,310.41,55.41,165.96,27.88
2019-04-29,293.78,179.33,129.77,204.61,1938.43,1296.2,194.78,312.72,55.08,165.36,27.69
2019-04-30,293.87,181.0,130.6,200.67,1926.52,1198.96,193.4,318.4,55.33,165.35,27.63
2019-05-01,291.82,180.47,127.88,210.52,1911.52,1173.32,193.03,318.9,54.88,162.15,26.81
2019-05-02,291.13,183.19,126.21,209.15,1900.82,1166.51,192.53,315.82,54.6,161.83,28.29
2019-05-03,293.98,183.01,128.9,211.75,1962.46,1189.55,195.47,315.71,54.79,163.34,28.22
2019-05-06,292.83,179.85,128.15,208.48,1950.55,1193.46,193.88,311.57,54.85,162.5,27.42
2019-05-07,288.05,173.11,125.52,202.86,1921.0,1178.86,189.77,307.29,54.0,156.9,26.66
2019-05-08,287.73,173.92,125.51,202.9,1917.77,1170.78,189.54,303.39,53.99,156.86,27.09
2019-05-09,286.67,170.19,125.5,200.72,1899.87,1167.97,188.65,304.06,54.25,156.31,27.21
2019-05-10,288.03,168.82,127.13,197.18,1889.98,1167.64,188.34,303.96,54.65,159.94,27.96
2019-05-13,280.9905,158.45,123.35,185.72,1822.68,1136.59,181.54,293.38,53.43,153.15,26.24
2019-05-14,283.38,162.04,124.73,188.66,1840.12,1124.86,180.73,302.0,54.13,158.07,27.32
2019-05-15,285.15,159.58,126.02,190.92,1871.15,1170.8,186.27,304.37,54.56,155.06,27.58
2019-05-16,287.68,160.19,128.93,190.08,1907.57,1184.5,186.99,297.29,54.64,158.48,28.01
2019-05-17,285.94,156.53,128.07,189.0,1869.0,1168.78,185.3,289.89,54.5,154.57,27.5
2019-05-20,283.96,151.75,126.22,183.09,1858.97,1144.66,182.72,272.59,53.66,155.98,26.68
2019-05-21,286.48,155.06,126.9,186.6,1857.52,1154.44,184.82,275.33,54.17,155.78,27.35
2019-05-22,285.62,152.2,127.67,182.78,1859.68,1155.85,185.32,269.22,54.2,157.64,27.41
2019-05-23,282.19,147.32,126.18,179.66,1815.48,1145.34,180.87,260.09,53.08,153.71,26.36
2019-05-24,282.95,145.15,126.24,178.97,1823.28,1138.61,181.06,255.94,52.77,154.51,26.44
2019-05-28,280.31,143.33,126.07,178.23,1836.43,1139.56,184.31,254.48,51.75,155.19,29.03
2019-05-29,278.26,140.34,124.94,177.38,1819.19,1119.94,182.19,254.12,51.69,152.89,28.09
2019-05-30,278.98,139.11,125.73,178.3,1816.32,1121.41,183.01,256.62,51.72,155.66,28.03
2019-05-31,275.37,135.46,123.68,175.07,1775.07,1106.5,177.47,251.64,50.6,151.41,27.41
2019-06-03,274.61,133.78,119.84,173.3,1692.69,1038.74,164.15,253.18,50.24,145.1,27.58
2019-06-04,280.49,143.0,123.16,179.64,1729.56,1054.49,167.5,265.7,52.02,150.81,29.57
2019-06-05,282.87,141.28,125.83,182.54,1738.5,1044.64,168.17,265.72,52.1,158.44,29.5
2019-06-06,284.78,143.78,127.82,185.22,1754.36,1047.76,168.33,272.79,52.59,159.31,31.82
2019-06-07,287.58,145.5,131.4,190.15,1804.03,1068.62,173.35,274.87,53.26,161.27,32.41
2019-06-10,288.9305,148.43,132.6,192.58,1860.63,1082.76,174.82,280.21,54.01,152.79,33.23
2019-06-11,288.91,150.75,132.1,194.81,1863.7,1081.04,178.1,283.48,53.94,150.15,32.41
2019-06-12,288.3,146.2,131.49,194.19,1855.32,1079.1,175.04,279.73,53.62,151.28,32.18
2019-06-13,289.58,148.26,132.32,194.15,1870.3,1091.01,177.47,281.61,53.84,151.34,31.39
2019-06-14,289.23,144.64,132.45,192.74,1869.67,1086.3,181.33,265.93,53.28,150.01,30.36
2019-06-17,289.47,145.03,132.85,193.89,1886.03,1093.89,189.01,265.97,53.13,150.29,29.2
2019-06-18,292.32,152.88,135.16,198.45,1901.37,1105.24,188.47,278.05,52.9,150.59,30.45
2019-06-19,293.01,153.12,135.69,197.87,1908.79,1104.51,187.48,277.49,52.68,154.14,30.5
2019-06-20,295.88,154.1,136.95,199.46,1918.19,1113.2,189.53,279.05,56.99,157.2,30.01
2019-06-21,294.0,151.76,136.97,198.78,1911.3,1125.37,191.14,273.99,56.12,156.84,29.1
2019-06-24,293.66,152.66,137.78,198.58,1913.9,1116.7,192.6,279.2,56.74,152.56,29.26
2019-06-25,290.78,151.48,133.43,195.57,1878.27,1087.58,188.84,276.51,56.07,149.34,28.86
2019-06-26,290.51,159.26,133.93,199.8,1897.83,1080.32,187.66,281.44,56.66,149.04,29.92
2019-06-27,291.52,163.23,134.15,199.74,1904.28,1076.63,189.5,285.71,56.77,150.69,30.74
2019-06-28,293.1,164.23,133.8,197.92,1893.63,1082.8,193.02,287.86,56.97,151.73,30.37
2019-07-01,295.58,166.17,135.68,201.55,1922.19,1100.0,193.0,300.35,58.01,154.06,31.2
2019-07-02,296.44,162.23,136.58,202.73,1934.31,1112.6,195.0,295.33,58.46,154.12,31.24
2019-07-03,298.8,162.75,137.46,204.41,1939.0,1122.99,197.2,284.89,58.86,155.59,31.19
2019-07-05,298.27,160.23,137.06,204.23,1942.91,1132.665,196.4,282.66,59.28,154.58,31.5
2019-07-08,296.86,157.21,136.96,200.02,1952.32,1116.79,195.76,274.96,59.53,152.81,32.04
2019-07-09,297.23,157.31,136.46,201.24,1988.3,1124.29,199.21,275.53,59.6,153.95,33.15
2019-07-10,298.61,160.06,137.85,203.23,2017.41,1140.91,202.73,274.5,60.15,156.27,33.79
2019-07-11,299.32,166.28,138.4,201.75,2001.07,1144.08,201.23,276.06,59.99,158.9,33.06
2019-07-12,300.65,167.61,138.9,203.3,2011.0,1145.34,204.87,285.39,59.81,158.08,33.21
2019-07-15,300.84,167.27,138.9,205.21,2020.99,1150.51,203.91,288.34,59.53,159.65,34.39
2019-07-16,299.78,167.08,137.08,204.5,2009.9,1153.46,203.84,284.13,58.61,157.13,33.85
2019-07-17,297.78,169.71,136.27,203.35,1992.03,1146.74,201.8,285.08,57.99,158.24,33.6
2019-07-18,298.87,170.18,136.42,205.66,1977.9,1147.24,200.78,289.78,58.12,157.98,33.0
2019-07-19,297.26,168.44,136.62,202.59,1964.52,1131.55,198.36,290.0,57.54,156.75,32.51
2019-07-22,297.81,171.3,138.43,207.22,1985.63,1139.21,202.32,296.15,57.6,157.7,32.85
2019-07-23,299.98,175.66,139.29,208.84,1994.49,1148.05,202.36,300.78,57.45,156.25,33.49
2019-07-24,301.4,178.66,140.72,208.67,2000.81,1139.73,204.66,303.77,58.11,159.75,34.11
2019-07-25,299.97,173.38,140.19,207.02,1973.82,1135.94,200.71,300.39,58.29,159.35,33.67
2019-07-26,301.96,175.07,141.34,207.74,1942.698,1245.22,199.75,300.92,58.5,159.97,34.02
2019-07-29,301.49,174.82,141.03,209.68,1912.45,1241.84,195.94,301.74,58.06,156.21,33.48
2019-07-30,300.79,175.45,140.35,208.78,1898.53,1228.0,197.04,299.56,57.49,156.96,33.87
2019-07-31,297.4,168.74,136.27,213.04,1866.78,1218.2,194.23,289.99,56.3,154.5,30.45
2019-08-01,295.0,164.92,138.06,208.43,1855.32,1211.78,192.73,285.34,55.88,150.81,29.86
2019-08-02,292.62,161.19,136.9,204.02,1823.24,1196.32,189.02,278.53,55.84,145.7,29.44
2019-08-05,284.05,150.79,132.21,193.34,1765.13,1154.75,181.73,267.66,53.76,142.82,27.99
2019-08-06,287.73,152.35,134.69,197.0,1787.83,1171.08,184.51,266.44,53.96,142.8,28.86
2019-08-07,288.16,153.89,135.28,199.04,1793.4,1175.91,185.15,270.05,53.34,141.64,29.19
2019-08-08,293.59,158.26,138.89,203.43,1832.89,1206.19,190.16,270.98,54.65,143.82,33.92
2019-08-09,291.6,154.18,137.71,200.99,1807.58,1188.9,187.85,275.73,53.9,143.37,34.19
2019-08-12,287.93,151.45,135.79,200.48,1784.92,1174.5,185.37,275.64,53.205,140.66,32.43
2019-08-13,292.42,156.05,138.6,208.97,1824.34,1196.73,188.45,283.7,53.97,143.88,32.11
2019-08-14,284.02,150.07,133.98,202.75,1762.96,1164.25,179.71,271.56,52.32,139.72,30.24
2019-08-15,284.65,148.77,133.68,201.74,1776.12,1169.32,182.59,268.64,52.59,142.13,29.67
2019-08-16,288.81,159.56,136.13,206.5,1792.57,1179.21,183.7,273.78,53.59,143.89,31.18
2019-08-19,292.32,170.78,138.41,210.35,1816.12,1200.44,186.17,278.78,53.87,143.67,31.48
2019-08-20,290.02,167.87,137.26,210.36,1801.38,1183.53,183.81,280.37,52.98,145.54,30.72
2019-08-21,292.41,171.23,138.79,212.64,1823.54,1191.58,183.55,287.5,53.24,147.38,31.7
2019-08-22,292.33,171.48,137.78,212.46,1805.6,1191.52,182.04,287.62,53.19,148.24,31.9
2019-08-23,284.88,162.44,133.39,202.64,1749.62,1153.58,177.75,272.13,51.58,151.57,29.54
2019-08-26,287.95,165.45,135.45,206.49,1768.87,1171.18,180.36,277.22,52.13,155.14,30.28
2019-08-27,286.7,161.8,135.74,204.16,1761.83,1170.82,181.3,275.57,52.39,153.57,30.2
2019-08-28,288.84,161.22,135.56,205.53,1764.25,1173.75,181.76,276.06,51.95,151.83,30.78
2019-08-29,292.58,167.0,138.12,209.01,1786.4,1194.24,185.57,283.37,52.16,155.93,31.45
2019-08-30,292.4527,167.51,137.79,208.49,1776.29,1190.53,185.67,282.64,52.06,156.07,31.45
2019-09-03,290.75,164.17,136.04,205.7,1789.84,1169.55,182.39,274.05,51.89,152.73,30.9
2019-09-04,293.97,168.76,137.63,209.19,1800.62,1182.27,187.14,283.02,52.97,152.46,30.95
2019-09-05,297.75,179.74,140.05,213.28,1840.72,1212.19,190.9,291.02,53.84,153.77,31.5
2019-09-06,298.05,178.65,139.1,213.26,1833.51,1206.32,187.49,291.91,53.16,151.07,30.56
2019-09-09,298.2,180.5,137.52,214.17,1831.35,1205.27,188.76,292.61,54.54,149.54,30.5
2019-09-10,298.09,183.18,136.08,216.7,1820.55,1205.7,186.17,294.44,55.47,149.65,30.23
2019-09-11,300.31,184.33,136.12,223.59,1822.99,1220.0,188.49,298.01,56.29,154.09,29.76
2019-09-12,301.36,184.27,137.52,223.085,1843.55,1234.97,187.47,300.58,53.89,154.75,30.21
2019-09-13,300.99,181.94,137.32,218.75,1839.34,1240.03,187.19,290.32,53.75,152.98,30.7
2019-09-16,300.21,180.21,136.33,219.9,1807.84,1231.63,186.22,288.66,53.14,153.01,30.83
2019-09-17,300.95,181.07,137.39,220.7,1822.55,1229.88,188.08,288.83,52.87,152.82,30.99
2019-09-18,301.1,179.98,138.52,222.77,1817.46,1232.65,188.14,287.74,52.56,152.77,30.42
2019-09-19,301.07,176.94,141.07,220.96,1821.5,1238.75,190.14,290.64,53.37,153.6,30.29
2019-09-20,298.08,172.69,139.44,217.73,1794.16,1229.84,189.93,284.26,53.47,155.2,30.05
2019-09-23,298.3,174.84,139.14,218.72,1785.3,1234.69,186.82,285.46,54.02,154.65,30.64
2019-09-24,295.92,172.53,137.38,217.68,1741.61,1218.33,181.28,282.31,53.35,152.05,29.52
2019-09-25,297.61,178.23,139.36,221.03,1768.33,1245.94,182.8,275.77,53.84,152.99,29.54
2019-09-26,297.0,177.34,139.54,219.89,1739.84,1242.29,180.11,276.91,53.96,152.34,29.47
2019-09-27,295.41,171.76,137.73,218.82,1725.45,1225.95,177.1,274.14,54.09,148.26,28.72
2019-09-30,296.7905,174.07,139.03,223.97,1735.91,1221.14,178.08,276.07,55.03,148.44,28.99
2019-10-01,293.32,174.0,137.07,224.59,1735.65,1206.0,175.81,274.85,53.8,147.69,28.76
2019-10-02,288.16,173.04,134.65,218.96,1713.23,1177.92,174.6,270.07,53.15,144.22,28.31
2019-10-03,290.45,181.31,136.28,220.82,1724.42,1189.43,179.38,274.43,53.86,147.0,28.68
2019-10-04,294.3,181.97,138.12,227.01,1739.65,1210.96,180.45,281.43,55.14,148.03,29.01
2019-10-07,293.1,184.33,137.12,227.06,1732.66,1208.25,179.68,276.08,54.8,148.8,28.93
2019-10-08,288.66,177.23,135.67,224.4,1705.51,1190.13,177.75,270.33,54.05,145.91,28.23
2019-10-09,291.12,180.71,138.24,227.03,1721.99,1202.4,179.85,273.15,54.53,147.05,28.46
2019-10-10,293.29,183.03,139.1,230.09,1720.26,1209.47,180.03,274.45,55.49,146.41,28.38
2019-10-11,296.25,185.99,139.68,236.21,1731.92,1215.71,184.19,280.91,56.89,149.37,29.7395
2019-10-14,296.03,186.53,139.55,235.87,1736.43,1217.77,183.28,281.66,56.46,149.37,30.53
2019-10-15,298.88,196.37,141.575,235.32,1767.38,1242.24,188.89,290.32,56.35,152.74,30.72
2019-10-16,298.46,194.21,140.41,234.37,1777.43,1243.0,189.55,288.48,55.88,146.97,30.81
2019-10-17,299.21,194.29,139.69,235.28,1787.48,1252.8,190.39,289.43,55.06,146.17,31.14
2019-10-18,298.09,190.49,137.41,236.41,1757.51,1244.41,185.85,286.73,54.55,144.09,30.97
2019-10-21,300.03,196.01,138.43,240.51,1785.66,1244.28,189.76,289.57,55.13,144.55,32.03
2019-10-22,298.99,195.61,136.37,239.96,1765.73,1241.2,182.34,287.46,54.11,142.33,31.51
2019-10-23,299.83,195.09,137.24,243.18,1762.17,1257.63,186.19,280.32,54.13,145.13,31.36
2019-10-24,300.42,196.86,139.94,243.58,1780.78,1259.11,186.38,282.31,54.26,148.12,31.72
2019-10-25,301.59,204.54,140.74,246.58,1761.33,1264.3,187.89,289.82,54.17,150.49,32.71
2019-10-28,303.34,206.79,144.19,249.05,1777.08,1288.98,189.4,291.55,54.64,154.79,33.69
2019-10-29,303.14,202.92,142.83,243.29,1762.71,1260.66,189.31,288.16,54.8,155.09,33.03
2019-10-30,304.21,203.0,144.61,243.26,1779.99,1260.7,188.25,290.24,54.85,158.28,33.13
2019-10-31,303.33,201.02,143.37,248.76,1776.66,1258.8,191.65,292.85,54.49,156.49,33.93
2019-11-01,306.17,202.59,143.72,255.82,1791.44,1272.25,193.62,296.59,55.0,159.74,34.89
2019-11-04,307.37,210.5,144.55,257.5,1804.66,1289.61,194.72,305.0,55.45,157.6,36.29
2019-11-05,307.04,209.61,144.46,257.13,1801.71,1291.45,194.32,314.04,55.67,158.15,36.1195
2019-11-06,307.07,207.63,144.06,257.24,1795.77,1291.01,191.55,313.16,55.7,158.93,35.93
2019-11-07,308.21,208.34,144.26,259.43,1788.2,1306.94,190.42,311.74,55.98,159.5,36.28
2019-11-08,308.93,207.78,145.96,260.14,1785.88,1309.0,190.84,313.41,56.49,161.11,36.29
2019-11-11,308.36,208.18,146.11,262.2,1771.65,1298.28,189.61,312.75,56.43,161.78,36.31
2019-11-12,308.96,209.61,147.07,261.96,1778.0,1297.21,194.47,315.53,56.59,162.86,36.71
2019-11-13,309.15,208.57,147.31,264.47,1753.11,1296.18,193.19,313.67,56.21,162.6,37.52
2019-11-14,309.54,209.79,148.06,262.64,1754.6,1309.15,193.15,308.97,56.09,163.05,38.35
2019-11-15,311.81,204.19,149.97,265.76,1739.49,1333.54,195.1,312.91,56.42,163.21,38.56
2019-11-18,311.98,212.28,150.34,267.1,1752.53,1319.84,197.4,311.07,56.19,162.77,39.88
